Order_ID,Customer_ID,Customer_Type,Product,Category,Unit_Price,Quantity,Discount,Total_Price,Region,Order_Date,Cluster
ORD2998003,CUS660,B2C,11,3,-0.3219942813190827,-0.45009507577354263,-0.6644406201095662,-0.2330513115896808,10,2023-08-09,0
ORD1347939,CUS4723,B2C,4,2,-0.24564095036970784,-0.4873388473050837,-0.6644406201095662,-0.2131815367996706,15,2022-10-14,0
ORD2924144,CUS6493,B2C,0,3,-0.3315384476877546,-0.30111998964737824,-0.6644406201095662,-0.2287752889793923,9,2021-10-29,0
ORD2604612,CUS1657,B2C,20,2,-0.18224041663495907,-0.33836376117891936,-0.6644406201095662,-0.17046054026201798,11,2021-01-24,0
ORD1779377,CUS5134,B2C,25,2,-0.23950541484699023,-0.7852890195574125,-0.6644406201095662,-0.2471935698558183,0,2022-02-05,0
ORD2471173,CUS671,B2C,12,1,-0.2865445205211587,-0.5245826188366248,-0.6644406201095662,-0.22806915680521625,10,2021-10-10,0
ORD2991173,CUS7575,B2C,10,2,-0.2592754737535248,-0.6735577049627892,-0.6644406201095662,-0.23662120202579318,9,2021-12-17,0
ORD1443239,CUS9245,B2C,24,1,-0.22791606997074582,-0.37560753271046043,-0.6644406201095662,-0.19366482809674854,8,2023-06-10,0
ORD1051444,CUS4647,B2C,11,3,-0.3240394598266553,-0.4873388473050837,-0.6644406201095662,-0.23573853680807305,11,2022-11-13,0
ORD171583,CUS1165,B2C,26,0,-0.10929571653153841,-0.45009507577354263,-0.6644406201095662,-0.1657333776515615,4,2022-11-05,0
ORD1704634,CUS4267,B2B,32,3,-0.35199023276347996,-0.4873388473050837,0.45147859676182905,-0.244408270724346,11,2021-06-25,2
ORD275269,CUS7190,B2C,6,1,-0.15906172688247028,-0.599070161899707,-0.6644406201095662,-0.20863090723275815,2,2021-06-13,0
ORD1227119,CUS9323,B2C,11,3,-0.3240394598266553,-0.33836376117891936,-0.6644406201095662,-0.2275787872398162,4,2022-01-20,0
ORD2885077,CUS5430,B2B,1,0,-0.3138135672887925,0.7044618417042313,0.45147859676182905,-0.16300692286793722,3,2022-08-03,1
ORD1298643,CUS2243,B2B,36,3,-0.3349470785337088,-0.30111998964737824,0.45147859676182905,-0.23154097332824863,7,2022-05-24,2
ORD2949091,CUS1894,B2C,8,3,-0.31108666261202916,-0.599070161899707,-0.6644406201095662,-0.23924958289633746,13,2021-03-07,0
ORD700145,CUS7115,B2C,35,3,-0.2783638064908685,-0.7852890195574125,-0.6644406201095662,-0.24942965507404255,2,2023-01-09,0
ORD105322,CUS2875,B2B,21,2,-0.30426940092012067,-0.6735577049627892,0.45147859676182905,-0.24374136811540195,7,2023-03-20,2
ORD1995126,CUS6740,B2C,39,0,-0.3254029121650369,-0.7480452480258714,-0.6644406201095662,-0.2501357872482186,1,2021-07-29,0
ORD2383849,CUS6993,B2C,20,2,-0.16928761942033296,-0.7480452480258714,-0.6644406201095662,-0.23666043159102515,5,2023-11-24,0
ORD1763694,CUS9335,B2C,34,1,-0.17474142877385976,-0.7852890195574125,-0.6644406201095662,-0.2434667611587779,9,2021-05-17,0
ORD1684475,CUS2471,B2C,10,2,-0.25518511673837974,-0.37560753271046043,-0.6644406201095662,-0.20386451505706962,7,2022-09-10,0
ORD1386388,CUS762,B2C,5,2,-0.3219942813190827,-0.33836376117891936,-0.6644406201095662,-0.2267549663699441,1,2022-01-29,0
ORD2458338,CUS4818,B2B,13,1,-0.28790797285954034,-0.561826390368166,0.45147859676182905,-0.23273747506782475,7,2023-05-04,2
ORD517454,CUS722,B2C,37,3,-0.35539886360943423,-0.6363139334312481,-0.6644406201095662,-0.24931196637834654,10,2023-11-13,0
ORD2308976,CUS2674,B2B,29,3,-0.3226760074882736,1.300362186208889,0.45147859676182905,-0.1415679654686469,5,2022-12-05,1
ORD2868588,CUS4478,B2C,37,3,-0.35744404211700675,-0.5245826188366248,-0.6644406201095662,-0.24642859333379422,4,2021-05-10,0
ORD1604305,CUS8042,B2C,5,2,-0.3199491028115101,-0.4873388473050837,-0.6644406201095662,-0.23456164985111294,10,2023-01-31,0
ORD1730198,CUS215,B2C,22,1,-0.19519321384958516,-0.4873388473050837,-0.6644406201095662,-0.19866659766382908,15,2021-01-01,0
ORD782045,CUS6620,B2B,7,0,-0.2701830924605783,0.8161931562988547,1.5673978136332243,-0.11075314197890754,0,2022-11-17,3
ORD2048879,CUS426,B2C,13,1,-0.2756369018141051,-0.45009507577354263,-0.6644406201095662,-0.2183794541929112,6,2021-11-24,0
ORD468544,CUS3551,B2C,2,0,-0.2988155915665939,-0.6735577049627892,-0.6644406201095662,-0.2423094889844338,2,2023-03-03,0
ORD2900184,CUS7396,B2C,8,3,-0.30904148410445664,-0.561826390368166,-0.6644406201095662,-0.23636620985178514,4,2022-07-30,0
ORD286837,CUS1284,B2C,5,2,-0.31245011495041086,-0.7852890195574125,-0.6644406201095662,-0.2513911333356428,2,2023-08-26,0
ORD1267747,CUS5318,B2C,0,3,-0.329493269180182,-0.4873388473050837,-0.6644406201095662,-0.23730771941735326,12,2022-10-07,0
ORD2813772,CUS1069,B2C,36,3,-0.35676231594781593,-0.561826390368166,-0.6644406201095662,-0.24735048811674631,10,2021-10-08,0
ORD2984561,CUS5983,B2C,35,3,-0.2817724373368227,-0.45009507577354263,-0.6644406201095662,-0.2203213176718954,14,2022-01-13,0
ORD1325496,CUS2976,B2C,37,3,-0.35744404211700675,-0.8225327910889536,-0.6644406201095662,-0.25505909768483515,3,2021-02-01,0
ORD190468,CUS5661,B2C,36,3,-0.35676231594781593,-0.6363139334312481,-0.6644406201095662,-0.24954734376973858,10,2021-05-03,0
ORD2054437,CUS2477,B2C,0,3,-0.3274480906726095,-0.37560753271046043,-0.6644406201095662,-0.23089368550192055,3,2023-04-24,0
ORD2892611,CUS8050,B2C,24,1,-0.23268815315508176,-0.4128513042420015,-0.6644406201095662,-0.20011809157741323,8,2022-10-17,0
ORD1706273,CUS1260,B2C,35,3,-0.2817724373368227,-0.6735577049627892,-0.6644406201095662,-0.23985764115743352,8,2022-03-04,0
ORD1893587,CUS5108,B2C,20,2,-0.16928761942033296,-0.5245826188366248,-0.6644406201095662,-0.19770547331564498,6,2023-08-05,0
ORD1359968,CUS2420,B2C,10,2,-0.25518511673837974,-0.4128513042420015,-0.6644406201095662,-0.20788554549335006,1,2022-05-01,0
ORD2829920,CUS7839,B2C,23,2,-0.29336178221306713,-0.33836376117891936,-0.6644406201095662,-0.21522147419173485,4,2021-12-27,0
ORD2393612,CUS4797,B2C,5,2,-0.3199491028115101,-0.561826390368166,-0.6644406201095662,-0.23887690202663342,3,2023-11-11,0
ORD1091060,CUS8306,B2C,39,0,-0.3254029121650369,-0.33836376117891936,-0.6644406201095662,-0.22812800115306425,6,2021-02-12,0
ORD2763606,CUS7907,B2B,32,3,-0.35403541127105254,-0.37560753271046043,0.45147859676182905,-0.2416033568102577,10,2021-01-03,2
ORD2774151,CUS1707,B2B,20,2,-0.2606389260919065,-0.7108014764943303,0.45147859676182905,-0.2414464385493297,14,2021-10-21,2
ORD1466863,CUS7367,B2C,24,1,-0.22791606997074582,-0.6735577049627892,-0.6644406201095662,-0.2321098020241127,5,2023-04-06,0
ORD1007307,CUS4235,B2C,29,3,-0.33631053087209045,-0.4128513042420015,-0.6644406201095662,-0.23589545506900111,11,2021-08-15,0
ORD1906022,CUS4102,B2B,24,1,-0.25518511673837974,0.2947803548572793,0.45147859676182905,-0.13772346807591046,11,2021-07-14,1
ORD1995045,CUS5149,B2C,23,2,-0.29336178221306713,-0.4128513042420015,-0.6644406201095662,-0.2210666794113035,7,2021-04-29,0
ORD2171330,CUS4517,B2B,27,2,-0.2231439867864099,-0.7480452480258714,0.45147859676182905,-0.24205449681042573,12,2023-01-26,2
ORD2782619,CUS330,B2C,11,3,-0.3240394598266553,-0.5245826188366248,-0.6644406201095662,-0.23777847420013729,15,2022-10-30,0
ORD2625825,CUS7283,B2C,29,3,-0.33631053087209045,-0.37560753271046043,-0.6644406201095662,-0.2342085837640249,6,2021-05-07,0
ORD2648443,CUS1154,B2C,32,3,-0.36357957763972437,-0.4128513042420015,-0.6644406201095662,-0.2453105507246821,3,2021-04-18,0
ORD1336818,CUS2843,B2C,26,0,-0.10929571653153841,-0.599070161899707,-0.6644406201095662,-0.19860775331598107,9,2022-11-20,0
ORD2155116,CUS9941,B2C,22,1,-0.18292214280414992,-0.7852890195574125,-0.6644406201095662,-0.24393751594156196,1,2023-03-24,0
ORD878462,CUS8440,B2C,24,1,-0.23268815315508176,-0.4128513042420015,-0.6644406201095662,-0.20011809157741323,4,2022-02-04,0
ORD1793730,CUS379,B2C,27,2,-0.24427749803132615,-0.561826390368166,-0.6644406201095662,-0.22145897506362353,12,2021-11-06,0
ORD1521367,CUS6477,B2B,4,2,-0.2422323195237536,0.10856149719957382,0.45147859676182905,-0.14760931851437553,14,2021-12-27,2
ORD2532998,CUS993,B2C,15,0,-0.2838176158443953,-0.30111998964737824,-0.6644406201095662,-0.20817976723259007,12,2023-10-10,0
ORD580334,CUS6318,B2C,13,1,-0.2756369018141051,-0.599070161899707,-0.6644406201095662,-0.2321098020241127,15,2021-02-15,0
ORD1936043,CUS2268,B2C,16,0,-0.3274480906726095,-0.7108014764943303,-0.6644406201095662,-0.24837045681277845,8,2023-03-11,0
ORD1604901,CUS717,B2B,34,1,-0.2463226765388987,-0.0031698173950494716,0.45147859676182905,-0.16271270112869718,5,2023-05-30,2
ORD2127073,CUS3467,B2B,12,1,-0.2681379139530058,0.5554867555780669,0.45147859676182905,-0.12442464546226102,3,2021-02-28,1
ORD147468,CUS450,B2B,30,0,-0.15565309603651606,0.6299742986411492,0.45147859676182905,0.005484059803521024,6,2023-09-19,1
ORD448063,CUS3930,B2B,38,3,-0.32812981684180037,-0.07765736045813167,0.45147859676182905,-0.21779101071443113,2,2021-09-11,2
ORD2463877,CUS9520,B2C,19,2,-0.35199023276347996,-0.45009507577354263,-0.6644406201095662,-0.24254486637582579,1,2023-03-27,0
ORD2525633,CUS4830,B2C,26,0,-0.10043327633205741,-0.599070161899707,-0.6644406201095662,-0.19682280809792488,5,2023-04-27,0
ORD4255,CUS4344,B2B,38,3,-0.2804089849984411,0.5182429840465259,1.5673978136332243,-0.14641281677479942,3,2022-05-21,3
ORD2285105,CUS1794,B2C,29,3,-0.33290190002613623,-0.45009507577354263,-0.6644406201095662,-0.23650351333009714,12,2023-08-31,0
ORD65804,CUS2416,B2C,3,0,-0.062256610857370005,-0.599070161899707,-0.6644406201095662,-0.18913381331245205,0,2022-12-21,0
ORD1961963,CUS9649,B2C,8,3,-0.31108666261202916,-0.561826390368166,-0.6644406201095662,-0.23683696463456919,12,2021-08-11,0
ORD43600,CUS6660,B2C,37,3,-0.35608058977862506,-0.561826390368166,-0.6644406201095662,-0.2471935698558183,11,2022-01-10,0
ORD1733774,CUS8036,B2C,26,0,-0.11747643056182859,-0.33836376117891936,-0.6644406201095662,-0.14437287938273521,0,2021-04-05,0
ORD2305587,CUS9764,B2C,29,3,-0.33631053087209045,-0.37560753271046043,-0.6644406201095662,-0.2342085837640249,10,2021-07-23,0
ORD164723,CUS6186,B2B,33,2,-0.2831358896752045,0.8906806993619368,0.45147859676182905,-0.11249885763173173,11,2023-02-13,1
ORD590764,CUS3203,B2B,20,2,-0.23405160549346346,1.5610685869296765,1.5673978136332243,0.01466377806781003,3,2023-07-04,3
ORD2827161,CUS8408,B2C,37,3,-0.35608058977862506,-0.4873388473050837,-0.6644406201095662,-0.24495748463759406,13,2022-03-08,0
ORD1209772,CUS5337,B2C,20,2,-0.18224041663495907,-0.7480452480258714,-0.6644406201095662,-0.23777847420013729,6,2021-03-30,0
ORD1902109,CUS7630,B2C,5,2,-0.3219942813190827,-0.561826390368166,-0.6644406201095662,-0.23934765680941747,12,2022-04-29,0
ORD2469531,CUS6916,B2B,16,0,-0.3308567215185637,1.1886308716142655,0.45147859676182905,-0.15980971330152885,1,2021-12-25,1
ORD445370,CUS869,B2C,0,3,-0.3274480906726095,-0.5245826188366248,-0.6644406201095662,-0.2386611394178574,3,2023-05-21,0
ORD1918663,CUS1988,B2C,10,2,-0.2592754737535248,-0.5245826188366248,-0.6644406201095662,-0.22100783506345548,9,2021-09-19,0
ORD1006319,CUS2182,B2C,23,2,-0.2872262466903495,-0.45009507577354263,-0.6644406201095662,-0.2220474185421036,4,2023-05-03,0
ORD641880,CUS9467,B2B,16,0,-0.30086077007416645,0.5554867555780669,0.45147859676182905,-0.15841706373579273,5,2023-02-03,1
ORD270075,CUS4927,B2C,39,0,-0.3254029121650369,-0.33836376117891936,-0.6644406201095662,-0.22812800115306425,11,2021-12-19,0
ORD2601777,CUS1654,B2B,9,2,-0.3315384476877546,0.44375544098344366,0.45147859676182905,-0.1954890028800367,11,2021-08-03,1
ORD1488163,CUS8715,B2C,22,1,-0.18292214280414992,-0.8225327910889536,-0.6644406201095662,-0.25003771333513863,4,2023-12-16,0
ORD1133489,CUS1706,B2B,31,2,-0.35130850659428914,0.7044618417042313,0.45147859676182905,-0.20604175592744586,13,2022-09-04,1
ORD2634424,CUS7555,B2C,35,3,-0.28518106818277694,-0.30111998964737824,-0.6644406201095662,-0.20876821071107016,7,2021-07-10,0
ORD799193,CUS9320,B2C,22,1,-0.19519321384958516,-0.30111998964737824,-0.6644406201095662,-0.16993094113138596,6,2021-05-25,0
ORD823314,CUS5741,B2C,6,1,-0.1522444651905618,-0.33836376117891936,-0.6644406201095662,-0.1583778341705607,1,2022-04-01,0
ORD2088324,CUS8518,B2C,25,2,-0.2435957718621353,-0.599070161899707,-0.6644406201095662,-0.225656538543448,6,2021-11-25,0
ORD793549,CUS8817,B2B,20,2,-0.2708648186297692,1.2258746431458067,1.5673978136332243,-0.0762115097921278,11,2021-11-27,3
ORD146855,CUS3736,B2C,31,2,-0.3104049364428383,-0.33836376117891936,-0.6644406201095662,-0.2220866481073356,2,2022-12-02,0
ORD1452629,CUS1160,B2C,29,3,-0.334265352364518,-0.6363139334312481,-0.6644406201095662,-0.24566361681177015,1,2022-04-12,0
ORD2067644,CUS9999,B2B,0,3,-0.37107856550082374,1.1886308716142655,0.45147859676182905,-0.22026247332404741,14,2022-01-13,1
ORD1388987,CUS6404,B2C,24,1,-0.23268815315508176,-0.30111998964737824,-0.6644406201095662,-0.18611313678958769,11,2022-04-20,0
ORD2071849,CUS142,B2C,8,3,-0.31108666261202916,-0.8225327910889536,-0.6644406201095662,-0.25372529246694703,7,2021-11-11,0
ORD367687,CUS6621,B2C,31,2,-0.3104049364428383,-0.7852890195574125,-0.6644406201095662,-0.2512734446399468,1,2022-05-03,0
ORD2943982,CUS6242,B2C,27,2,-0.24018714101618108,-0.6363139334312481,-0.6644406201095662,-0.22942257680572037,10,2022-06-08,0
ORD126772,CUS5558,B2B,13,1,-0.2844993420135861,0.8534369278303957,0.45147859676182905,-0.11728486459003624,14,2021-12-10,1
ORD638159,CUS4708,B2B,6,1,-0.2306429746475092,0.07131772566803272,1.5673978136332243,-0.14978655938475177,2,2022-04-06,2
ORD2087408,CUS9333,B2C,25,2,-0.23473333166265428,-0.7108014764943303,-0.6644406201095662,-0.23770001506967328,4,2023-05-29,0
ORD2274665,CUS1710,B2C,13,1,-0.2722282709681509,-0.37560753271046043,-0.6644406201095662,-0.2102393194072703,7,2022-12-17,0
ORD1996063,CUS1444,B2C,14,0,-0.262684104599479,-0.4128513042420015,-0.6644406201095662,-0.21047469679866235,3,2022-10-11,0
ORD263902,CUS3255,B2C,17,1,-0.16928761942033296,-0.6735577049627892,-0.6644406201095662,-0.22367544549923177,14,2023-01-26,0
ORD965926,CUS222,B2C,32,3,-0.36289785147053355,-0.599070161899707,-0.6644406201095662,-0.24968464724805056,0,2022-09-12,0
ORD1018463,CUS7781,B2C,36,3,-0.35471713744024336,-0.7480452480258714,-0.6644406201095662,-0.25266609420568287,7,2023-12-29,0
ORD2224083,CUS3311,B2C,9,2,-0.3138135672887925,-0.5245826188366248,-0.6644406201095662,-0.235130478546977,8,2022-09-13,0
ORD1391426,CUS7247,B2C,6,1,-0.1522444651905618,-0.599070161899707,-0.6644406201095662,-0.20725787244963798,0,2022-02-27,0
ORD909632,CUS3581,B2B,23,2,-0.30426940092012067,1.2258746431458067,1.5673978136332243,-0.12466002285365305,11,2023-05-12,3
ORD411066,CUS2760,B2C,36,3,-0.35471713744024336,-0.33836376117891936,-0.6644406201095662,-0.23993610028789752,1,2023-04-03,0
ORD2185999,CUS2785,B2B,38,3,-0.3376739832104722,1.1886308716142655,0.45147859676182905,-0.17004862982708197,4,2023-07-01,1
ORD155275,CUS8526,B2C,35,3,-0.28518106818277694,-0.33836376117891936,-0.6644406201095662,-0.21192619071224653,1,2021-03-21,0
ORD824701,CUS7773,B2C,6,1,-0.1522444651905618,-0.45009507577354263,-0.6644406201095662,-0.17932642200445098,11,2022-08-16,0
ORD2259948,CUS5343,B2B,15,0,-0.30358767475092985,0.6299742986411492,1.5673978136332243,-0.161516199389121,15,2023-08-19,3
ORD1475878,CUS3573,B2B,25,2,-0.23882368867779938,-0.07765736045813167,0.45147859676182905,-0.16651796895620158,13,2022-07-08,2
ORD2829225,CUS850,B2C,33,2,-0.35880749445538845,-0.7480452480258714,-0.6644406201095662,-0.25301916029277094,1,2021-02-07,0
ORD2777380,CUS910,B2C,6,1,-0.1522444651905618,-0.7480452480258714,-0.6644406201095662,-0.235189322894825,15,2022-05-25,0
ORD2673633,CUS4386,B2C,38,3,-0.29813386539740305,-0.6363139334312481,-0.6644406201095662,-0.23942611593988147,8,2022-05-24,0
ORD1896952,CUS1446,B2C,9,2,-0.3138135672887925,-0.599070161899707,-0.6644406201095662,-0.23979879680958552,15,2022-06-15,0
ORD641734,CUS6084,B2C,20,2,-0.17610488111224146,-0.5245826188366248,-0.6644406201095662,-0.19947080375108514,6,2022-04-15,0
ORD2657263,CUS1420,B2C,34,1,-0.1611069053900428,-0.5245826188366248,-0.6644406201095662,-0.1955870767931167,5,2023-04-13,0
ORD2609433,CUS1772,B2B,12,1,-0.2708648186297692,0.2575365833257382,0.45147859676182905,-0.15439603329951226,8,2023-05-20,1
ORD1464146,CUS8458,B2C,8,3,-0.31108666261202916,-0.599070161899707,-0.6644406201095662,-0.23924958289633746,11,2021-04-07,0
ORD1625789,CUS714,B2C,33,2,-0.35676231594781593,-0.4128513042420015,-0.6644406201095662,-0.24295677681076186,8,2023-05-31,0
ORD634565,CUS5430,B2B,37,3,-0.3267663645034186,-0.15214490352121385,0.45147859676182905,-0.22073322810683146,3,2022-06-08,2
ORD2767270,CUS3347,B2B,39,0,-0.31654047196555596,-0.561826390368166,0.45147859676182905,-0.23899459072232943,15,2022-06-28,2
ORD1146532,CUS7666,B2C,13,1,-0.2681379139530058,-0.7480452480258714,-0.6644406201095662,-0.2451928620289861,1,2023-08-19,0
ORD938892,CUS4301,B2C,0,3,-0.3315384476877546,-0.7480452480258714,-0.6644406201095662,-0.25066538637885066,6,2021-07-08,0
ORD2221615,CUS9250,B2C,8,3,-0.31108666261202916,-0.37560753271046043,-0.6644406201095662,-0.2247738733257279,1,2021-10-04,0
ORD30577,CUS1939,B2B,25,2,-0.2176901774328831,1.1513871000827245,1.5673978136332243,-0.008285517592912458,7,2022-07-25,3
ORD1634247,CUS2696,B2B,36,3,-0.3492633280867166,0.44375544098344366,0.45147859676182905,-0.21243617506026255,1,2021-07-30,1
ORD907416,CUS5878,B2C,36,3,-0.35676231594781593,-0.561826390368166,-0.6644406201095662,-0.24735048811674631,6,2021-10-18,0
ORD1980904,CUS3158,B2C,7,0,-0.25995719992271565,-0.33836376117891936,-0.6644406201095662,-0.2017657333171574,8,2022-03-30,0
ORD2603945,CUS6143,B2C,33,2,-0.35880749445538845,-0.8225327910889536,-0.6644406201095662,-0.25509832725006715,12,2021-11-10,0
ORD1900247,CUS8251,B2B,6,1,-0.21973535594045568,0.2202928117941971,0.45147859676182905,-0.11726524980742026,11,2021-04-03,2
ORD1793603,CUS4326,B2C,38,3,-0.30086077007416645,-0.5245826188366248,-0.6644406201095662,-0.23177635071964064,8,2021-11-28,0
ORD3072,CUS8151,B2B,2,0,-0.30290594858173897,0.36926789792036147,0.45147859676182905,-0.1731281506977943,4,2021-08-23,1
ORD2783463,CUS2288,B2C,27,2,-0.24427749803132615,-0.7852890195574125,-0.6644406201095662,-0.24746817681244235,6,2021-05-05,0
ORD1897434,CUS4162,B2C,0,3,-0.3274480906726095,-0.6735577049627892,-0.6644406201095662,-0.24642859333379422,11,2023-04-10,0
ORD2693095,CUS3036,B2C,27,2,-0.24427749803132615,-0.45009507577354263,-0.6644406201095662,-0.20845437418921411,0,2021-04-20,0
ORD2584330,CUS1281,B2C,26,0,-0.10929571653153841,-0.37560753271046043,-0.6644406201095662,-0.14929618981935172,10,2022-11-24,0
ORD1086423,CUS4669,B2C,8,3,-0.3056328532585024,-0.6363139334312481,-0.6644406201095662,-0.24072069159253762,12,2023-08-05,0
ORD870898,CUS3846,B2C,25,2,-0.23473333166265428,-0.6735577049627892,-0.6644406201095662,-0.2330905411549128,0,2023-06-21,0
ORD1122757,CUS1649,B2B,16,0,-0.3260846383342278,0.183049040262656,0.45147859676182905,-0.20343298983951758,0,2023-08-10,2
ORD2334179,CUS7935,B2C,24,1,-0.22791606997074582,-0.7480452480258714,-0.6644406201095662,-0.24172104550595375,5,2023-03-17,0
ORD2690389,CUS4449,B2C,38,3,-0.29813386539740305,-0.4873388473050837,-0.6644406201095662,-0.22828491941399226,6,2022-11-01,0
ORD951965,CUS7201,B2B,37,3,-0.34994505425590744,0.8906806993619368,0.45147859676182905,-0.19833314635935703,1,2023-12-22,1
ORD1495964,CUS3856,B2C,17,1,-0.16928761942033296,-0.4128513042420015,-0.6644406201095662,-0.17822799417795485,4,2023-04-08,0
ORD2618168,CUS3360,B2C,32,3,-0.36357957763972437,-0.5245826188366248,-0.6644406201095662,-0.2480173907256904,2,2021-06-03,0
ORD1669445,CUS4165,B2C,24,1,-0.22791606997074582,-0.561826390368166,-0.6644406201095662,-0.21769293680135113,6,2023-12-05,0
ORD902354,CUS8096,B2B,5,2,-0.3172221981347468,-0.11490113198967276,1.5673978136332243,-0.21588837680067893,7,2023-04-04,2
ORD1506410,CUS3673,B2C,9,2,-0.3158587457963651,-0.6735577049627892,-0.6644406201095662,-0.24476133681143405,4,2021-09-25,0
ORD1927993,CUS1196,B2C,3,0,-0.07180077722604185,-0.30111998964737824,-0.6644406201095662,-0.1166768063289402,4,2021-02-10,0
ORD700921,CUS9995,B2C,38,3,-0.30086077007416645,-0.599070161899707,-0.6644406201095662,-0.23719003072165723,6,2021-08-16,0
ORD1641590,CUS5621,B2C,23,2,-0.27631862798329593,-0.4873388473050837,-0.6644406201095662,-0.22200818897687158,3,2023-08-16,0
ORD1519449,CUS8591,B2C,6,1,-0.1522444651905618,-0.6735577049627892,-0.6644406201095662,-0.22122359767223151,4,2022-05-08,0
ORD2764152,CUS9670,B2C,25,2,-0.23473333166265428,-0.4873388473050837,-0.6644406201095662,-0.2100431715811103,2,2023-10-26,0
